Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
ON271379,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-SLOPH-C0948,29684,complete,USA,Homo sapiens,,"Moline,D.R.",2022-02-02,2022-04-19,ssRNA(+)
OX858997,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29844,complete,United Kingdom:England,Homo sapiens,,,2022-10-15,2023-06-19,ssRNA(+)
OY507720,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29851,complete,United Kingdom:Wales,Homo sapiens,,,2022-02-17,2023-07-26,ssRNA(+)
OQ895448,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,BA.2,IHUCOVID-078767,29675,partial,France,Homo sapiens,oronasopharynx,"Colson,P., Levasseur,A., Boschi,C., Fournier,P.-E., La Scola,B.",2022-04,2023-05-01,ssRNA(+)
OZ298393,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,ERC000033,29896,complete,Germany:Northrhine Westphalia; Duesseldorf metropolitan area,,,"Walker,A., Houwaart,T., Wienemann,T., Vasconcelos,M.K., Strelow,D., Senff,T., Hulse,L., Adams,O., Andree,M., Hauka,S., Feldt,T., Jensen,B.E., Keitel,V., Kindgen-Milles,D., Timm,J., Pfeffer,K., Dilthey,A.T., Finzer,P., Ehlkes,L., Tyshaieva,A., Damagnez,M., Duplessis,A., Nicolai,J., Tamayo,T., Kohns Vasconcelos,M., Hoffmann,K., Lubke,N., Daumer,M.P., Thielen,A., Kolbe-Busch,S., Gobels,K., Zotz,R., University Hospital,Duesseldorf.",2021-09-21,2025-08-07,ssRNA(+)
OV485059,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-12-07,2022-01-14,ssRNA(+)
NC_007193,Protobacilladnavirus chasesal,Protobacilladnavirus chasesal,,,6000,complete,"Japan: Fukuoka, Ariake Sea",Chaetoceros salsugineus,,"Nagasaki,K., Tomaru,Y., Takao,Y., Nishida,K., Shirai,Y., Suzuki,H., Nagumo,T., Mizumoto,H.",,2005-07-19,ssDNA
JF278493,Human immunodeficiency virus 1,Lentivirus humimdef1,,P2g15S_20,1018,partial,Netherlands,Homo sapiens,,"Rachinger,A., Groeneveld,P.H., van Assen,S., Lemey,P., Schuitemaker,H., Groeneveld,P.H.P.",2007-01-09,2011-05-09,ssRNA-RT
OL919645,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,UT-UPHL-211211183375,29793,partial,USA,Homo sapiens,,"Linares-Perdomo,O.J.",2021-10-21,2021-12-20,ssRNA(+)
PQ862406,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-CDPH-500139257,29786,complete,USA: California,Homo sapiens,,"Young,D.L.",2024-06-10,2025-01-10,ssRNA(+)
OK551262,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-SEARCH-46812,29833,partial,"USA: California,San Diego",Homo sapiens,,"Andersen,K.",2021-08-06,2021-10-18,ssRNA(+)
OU952593,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,SO-SRO-500004_0387,29850,partial,Switzerland:SO,Homo sapiens,,,2021-10-11,2021-11-03,ssRNA(+)
MW935729,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,VSP1156,29882,complete,"USA: Pennsylvania, Philadelphia",Homo sapiens,,"Everett,J., Rodino,K., Reddy,S., Hokama,P., Roche,A.M., Hwang,Y., Glascock,A., Sherrill-Mix,S., Whiteside,S.A., Graham-Wooten,J., Khatib,L.A., Fitzgerald,A.S., Ganguly,A., Feldman,M., Kelly,B., Collman,R.G., Bushman,F.",2021-03-15,2021-04-16,ssRNA(+)
OU607353,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-08-18,2021-09-11,ssRNA(+)
OV479389,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-12-08,2022-01-14,ssRNA(+)
ON676628,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,FL-BPHL-6142,29684,complete,USA: FL,Homo sapiens,,"Schmedes,S., Tarigopula,N., Splatt,T., Blanton,J.",2022-01-18,2022-06-06,ssRNA(+)
OK269489,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,NV-CDC-QDX28381140,29769,partial,USA: Nevada,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2021-09-01,2021-09-23,ssRNA(+)
MZ195588,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,MD-CDC-ASC210033649,29884,complete,USA: Maryland,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-04-26,2021-05-14,ssRNA(+)
PQ728259,Human bocavirus 2,Bocaparvovirus primate2,,BJ_FB814,5260,partial,China,Homo sapiens,feces,"Li,Z., De,R., Zhang,K.X., Zhao,L.Q.",2015-08,2025-04-11,ssDNA(+/-)
OV361186,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29873,partial,United Kingdom:England,Homo sapiens,,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-12-22,2022-01-09,ssRNA(+)
OV829210,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29873,partial,United Kingdom:England,Homo sapiens,,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-01-20,2022-02-09,ssRNA(+)
OQ074977,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,VA-CDC-QDX44165752,29718,complete,USA: Virginia,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-11-29,2022-12-19,ssRNA(+)
OY795979,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29870,partial,Denmark:Hovedstaden,Homo sapiens,,"Danish Covid-19 Genome,Consortium.",2023-02-10,2023-11-22,ssRNA(+)
OV871479,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29873,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-01-30,2022-02-11,ssRNA(+)
OU914093,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:Scotland,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-10-16,2021-11-01,ssRNA(+)
AY490134,Grapevine virus B,Vitivirus betavitis,,4,471,partial,Italy,,,"Shi,B.J., Habili,N., Symons,R.H.",,2004-06-30,ssRNA(+)
OY979349,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,complete,United Kingdom:England,Homo sapiens,,,2021-11-05,2023-12-14,ssRNA(+)
MF455635,Human immunodeficiency virus 1,Lentivirus humimdef1,,DC110_0121024_PR_RT,1024,partial,USA,Homo sapiens,blood,"Perez-Losada,M., Castel,A.D., Lewis,B., Kharfen,M., Cartwright,C.P., Huang,B., Maxwell,T., Greenberg,A.E., Crandall,K.A., Castel,A., Cartwright,C., Greenberg,A., Crandall,K.",2012-10-24,2017-10-24,ssRNA-RT
OU598487,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"Lighthouse Laboratory,Plymouth., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-08-19,2021-09-11,ssRNA(+)
MG544874,Dengue virus,Orthoflavivirus denguei,DENV-1,DENV-1/GTMC VRDL/7476/Theni-2017,422,partial,India,Homo sapiens,blood,"Amudhan,M., Dhanasezhian,A., Lallitha,S., Mythreyee,M., Swarna,S., Sekar,R., Ganesan,M., Rajkumar,M., Elanchezhiyan,M.",2017,2018-09-03,ssRNA(+)
OZ028850,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29850,partial,United Kingdom:England,Homo sapiens,,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-03-26,2024-04-10,ssRNA(+)
OW554236,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29851,partial,Germany:Europe/Germany/Saxony,Homo sapiens,,,2022-01-07,2022-04-28,ssRNA(+)
KP268290,Citrus tristeza virus,Closterovirus tristezae,VT,119p23C2/UY|SJ/1993,557,partial,Uruguay,Citrus x limon,,"Benitez-Galeano,M.J., Rubio,L., Bertalmio,A., Maeso,D., Rivas,F., Colina,R.",1993,2015-10-06,ssRNA(+)
OX517105,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,complete,United Kingdom:Northern_Ireland,Homo sapiens,,,2021-09-02,2023-05-02,ssRNA(+)
MZ635577,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-CHLA-PLM08786815,29903,complete,"USA: California,Los Angeles County",Homo sapiens,oronasopharynx,"Gai,X., Dien Bard,J., Ostrow,D., Ruble,D., Shen,L., Bootwalla,M., Ryutov,A., Pandey,U., Govindarajan,A., Maglinte,D., Han,J., Liu,B., Fong,C., Zhan,Y., Biegel,J.A., Triche,T.J., Judkins,A.R.",2021-01-11,2021-07-30,ssRNA(+)
OP298428,Human immunodeficiency virus 1,Lentivirus humimdef1,,1331_1,1302,partial,Poland,Homo sapiens,,"Scheibe,K., Urbanska,A., Serwin,K., Parczewski,M.",2018,2022-10-12,ssRNA-RT
KY289410,Influenza A virus (A/Montana/52/2016(H3N2)),Alphainfluenzavirus influenzae,H3N2,EPI_ISL_238723,1542,partial,USA,Homo sapiens,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.",2016-10-20,2016-12-11,ssRNA(-)
OY767356,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29870,partial,Denmark:Sjaelland,Homo sapiens,,"Danish Covid-19 Genome,Consortium.",2022-09-06,2023-11-11,ssRNA(+)
BS014618,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,sb_ncgm_sars_cov_2_05853,29418,complete,Japan,Homo sapiens,"saliva, oronasopharynx","Ikeda,M., Kato,M., Kawanishi,Y., Kazuyama,Y., Kimura,M., Ohyanagi,H., Saito,T., Shiino,T., Sugiura,W., Takeuchi,J.S., Yoshida,S.",2022-08-09,2024-07-03,ssRNA(+)
MZ911102,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,TG779933,29864,partial,USA: Arizona,Homo sapiens,,"Bowers,J., Van Tassel,B., Yaglom,H., Sprenkle,M., Centner,H., Pfeiffer,A., Folkerts,M., French,C., Jasso-Selles,D., Porter,T., Lemmer,D., Driebe,E., Engelthaler,D.",2021-02-28,2021-08-25,ssRNA(+)
KY037387,Human immunodeficiency virus 1,Lentivirus humimdef1,,1731_2,1050,partial,USA,Homo sapiens,,"Wolf,E., Herbeck,J., Van Rompaey,S., Kitahata,M.M., Thomas,K.K., Pepper,G., Frenkel,L., Kitahata,M., Thomas,K.",2009,2016-11-19,ssRNA-RT
OX662448,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29848,complete,United Kingdom:England,Homo sapiens,,,2022-03-19,2023-06-16,ssRNA(+)
OV208291,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29769,partial,Germany:Europe/Germany/Saxony-Anhalt,Homo sapiens,,,2021-11-30,2021-12-15,ssRNA(+)
OR805358,Severe fever with thrombocytopenia syndrome virus,Bandavirus dabieense,,GGCB02/2022,1674,partial,South Korea,Canis lupus familiaris,blood,"Kim,H.-J., Roh,I.-S., Park,H.-J.",2022-09-21,2023-12-06,ssRNA(+/-)
OP359112,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,V05213,29646,partial,USA: AR,Homo sapiens,oronasopharynx,"Kandel,S., Bird,J.T., Byrum,S.D., Thurman,T.J., Kennedy,J.L., Ussery,D.W.",2022-07-29,2022-09-02,ssRNA(+)
MT711889,Pseudomonas phage Waldo5,Waldovirus waldo5,,,41195,complete,USA,Pseudomonas putida,,"Tyler,E., Herman,J., Anderson,S., Huang,C., Mingo,D., O'Donnell,J., Temple,L.",2017-09-01,2020-08-30,dsDNA
JX556130,Influenza A virus (A/Habana/11830/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,601,partial,Cuba,Homo sapiens,,"Pinon,A., Acosta,B., Valdes,O., Perez,A., Mune,M., Arencibia,A., Savon,C., Goyenechea,A., Oropesa,S., Gonzalez,G., Hernandez,B., Savon,C.E., Oropesa,S.I.",2010-05-07,2012-09-22,ssRNA(-)
CY188334,Influenza A virus (A/Nicaragua/7637_03/2013(H3N2)),Alphainfluenzavirus influenzae,H3N2,,2192,partial,Nicaragua: Managua,Homo sapiens,,"Wentworth,D.E., Halpin,R.A., Lin,X., Bera,J., Akopov,A., Ransier,A., Mohan,M., Fedorova,N., Tsitrin,T., Puri,V., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Gresh,L., Bao,Y., Sanders,R., Zhdanov,S., Kiryutin,B., Lipman,D.J., Tatusova,T., Gordon,A.",2013-07-28,2014-09-02,ssRNA(-)
PV358396,Human papillomavirus 16,Alphapapillomavirus 9,,,7906,complete,Brazil,Homo sapiens,cervix,"Pereira,V.M.A.G., Filippi,M., Girardi,V., Hansen,A.W., Gularte,J.S., Sita,A., Demoliner,M., Comerlato,J., Fleck,J.D., Da Silva,M.S., Spilki,F.R.",2022,2025-04-05,dsDNA
OU616592,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"Berkshire, Surrey Pathology Services Lighthouse,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-08-19,2021-09-11,ssRNA(+)
OV405216,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29873,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-12-26,2022-01-09,ssRNA(+)
OX415617,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29841,partial,United Kingdom:England,Homo sapiens,,"Berkshire, Surrey Pathology Services Lighthouse,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2023-01-05,2023-01-25,ssRNA(+)
EF548464,Human immunodeficiency virus 1,Lentivirus humimdef1,,A384-00301,1022,partial,USA,Homo sapiens,,"Johnson,V.A., Smeaton,L.M., Shafer,R.W., DeGruttola,V., Winters,M., Hazelwood,J.D., Sutton,L., Healy,B., Snyder,S.W., Pettinelli,C., Hirsch,M.S., Merigan,T.C., Wantman,M., Robbins,G.K., D'Aquila,R.T.",,2007-05-12,ssRNA-RT
OU167415,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29854,partial,Germany:Europe/Germany/Saxony,Homo sapiens,,,2021-04-22,2021-06-16,ssRNA(+)
OQ974357,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,V06401,29821,partial,USA: AR,Homo sapiens,oronasopharynx,"Boyanton,B., Byrum,S.D., Bird,J.T., Thurman,T.J., Kennedy,J.L.",2022-12-07,2023-05-12,ssRNA(+)
OY337243,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29903,complete,United Kingdom:Scotland,Homo sapiens,,,2020-09-22,2023-07-18,ssRNA(+)
PV504961,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,PR-CVL-022428,29655,partial,USA: Puerto Rico,Homo sapiens,,"Acevedo-Marquez,L., Rodriguez-Rivera,L.D., Santiago-Cartagena,E., Morales-Vazquez,D., Morales-Vila,G., Carrasquillo-Cruz,J., Perez-Negron,Y., Lopez-Casillas,M.",2022-09-20,2025-04-15,ssRNA(+)
AY821451,Human immunodeficiency virus 1,Lentivirus humimdef1,,HS507,1445,partial,Tanzania: Mbeya,Homo sapiens,blood,"Gerhardt,M., Mloka,D., Tovanabutra,S., Sanders-Buell,E., Hoffmann,O., Maboko,L., Mmbando,D., Birx,D.L., McCutchan,F.E., Hoelscher,M., Birx,D., McCutchan,F.",,2005-06-20,ssRNA-RT
OK121000,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,KS-CDC-LC0133399,29734,partial,USA: Kansas,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.",2021-07-13,2021-09-14,ssRNA(+)
KX286799,Porcine reproductive and respiratory syndrome virus,Betaarterivirus americense,,,2746,partial,,,,"Dorman,K.S., van Tol,S., Dekkers,J.C.M., Evans,A.B., Carpenter,S.",,2017-03-11,ssRNA(+)
OW669221,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,Denmark:Midtjylland,Homo sapiens,,"Danish Covid-19 Genome,Consortium.",2021-12-05,2022-05-02,ssRNA(+)
OL318490,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,OKPHLCOV0000098,29769,partial,"USA: Oklahoma, Claremore",Homo sapiens,,"Grimaldo,V., Wang,Y., Wagner,J., Mishra,P.J., Agarwal,P.K.",2021-07-20,2021-11-02,ssRNA(+)
OM821101,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,FL-CDC-ASC210551964,29801,complete,USA: Florida,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2022-02-10,2022-02-25,ssRNA(+)
OK186094,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CO-CDC-FG-115412,29800,partial,USA: Colorado,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.",2021-09-02,2021-09-20,ssRNA(+)
HB375584,Influenza A virus,Alphainfluenzavirus influenzae,,,19,partial,,,,"Ge,Q., Kumar,M., Mcswiggen,J.A.",,2009-06-09,ssRNA(-)
KU684690,Human immunodeficiency virus 1,Lentivirus humimdef1,,Y1-030-JUMO-J0,1019,partial,Cameroon,Homo sapiens,,"Guichet,E., Aghokeng,A.F., Serrano,L., Bado,G., Toure-Kane,C., Eymard-Duvernay,S., Villabona-Arenas,C.J., Delaporte,E., Ciaffi,L., Peeters,M., Aghokeng,A., Villabona-Arenas,C.-J.",2010,2016-07-06,ssRNA-RT
JQ658684,Human immunodeficiency virus 1,Lentivirus humimdef1,,YN10DH0061,1191,partial,China,Homo sapiens,,"Chen,M., Ma,Y., Duan,S., Xing,H., Yao,S., Su,Y., Luo,H., Yang,L., Chen,H., Fu,L., Qu,A., Ou,C.Y., Jia,M., Lu,L.",2010-12-01,2012-07-01,ssRNA-RT
OV092751,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-11-05,2021-11-26,ssRNA(+)
OU831563,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"Lighthouse Laboratory,Plymouth., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-09-29,2021-10-15,ssRNA(+)
MW622558,Rhinovirus A,Enterovirus alpharhino,,KEN/Kilifi/HRV/5310/2013-04-22,441,partial,Kenya,Homo sapiens,,"Mwita Morobe,J., Kamau,E., Murunga,N., Gatua,W., Luka,M.M., Lewa,C., Cheruiyot,R., Mutunga,M., Odundo,C., James Nokes,D., Agoti,C.N., Morobe,J.M., Nokes,J.D.",2013-04-22,2022-01-23,ssRNA(+)
